sponsor,trial_id,label,pred_prob,feat_phase_enc,feat_enroll_z,feat_gap_months,feat_prior_fail_rate_last3,feat_enroll_delta_last3,feat_enroll_slope_last3,feat_phase_prog_last3,feat_gap_mean_last3,feat_intv_diversity_last5,shap_phase_enc,shap_enroll_z,shap_gap_months,shap_prior_fail_rate_last3,shap_enroll_delta_last3,shap_enroll_slope_last3,shap_phase_prog_last3,shap_gap_mean_last3,shap_intv_diversity_last5
Children's Hospital Los Angeles,trial_19272,0.0,0.14469525,0.7,-0.56122756,10.598768,0.0,0.17319469,0.39275068,-0.10000001,10.466803,2.9,0.006542373958392999,0.007855659296717438,-0.0020888585713721786,-0.030906688216226032,0.000644102058317668,0.0013661662355519168,-0.0019240375180671627,0.006843839896339203,0.027771339063394407
Emory University,trial_26100,0.0,1.008269,0.6,-0.70465124,0.70636547,0.38333333,-0.06602843,0.021095717,0.083333336,0.7403148,1.9,0.004127785928685625,0.018377681811844106,-0.0020034083298074656,0.0763545608295827,-0.0008925331651615231,0.006023344144579834,0.0009393894290412434,-0.003982611232958032,0.011654666302609258
Veru Inc.,trial_91320,1.0,1.2729224,1.1,-0.26228863,4.2874746,0.3,-0.19983092,-0.25394186,0.06666666,4.3296375,0.7,-0.002347007505479265,0.011404698701258407,-0.003121891012094815,0.0631179784892005,-0.0013411192274373266,0.0012202953628966849,0.0016834860339930973,0.004291574950554685,-0.0148226677490602
Astellas Pharma Inc,trial_7277,0.0,0.323653,0.3,-0.17718071,0.40410677,0.1,-0.08154851,-0.014630416,-0.03333334,0.5059548,1.3,0.01859084033992258,0.009442157985749941,-0.0032083328817209267,0.02013336055728954,0.00014481946624931444,-0.0006741959304296267,-0.00025469368922355703,-0.005967041143622083,0.0030792077933729164
ZARS Pharma Inc.,trial_94076,1.0,-0.87868476,1.6,0.31422892,1.3995893,0.0,-0.04720643,-0.08550688,0.083333336,1.5994524,0.9,-0.030673703716020094,0.0031189387249868582,-0.007095727529171816,-0.03552015736432158,9.678991665918672e-05,0.0016936435044632389,0.003737464498571947,-0.002889707454541468,-0.013573969773351565
Eli Lilly and Company,trial_25559,0.0,-0.23464373,1.0,0.72580594,0.07227926,0.21666667,0.115678,0.08692212,0.116666675,0.061875425,1.7,-0.007928626143024304,-0.014200409206528004,-0.0004303925323251178,0.015097996294323823,0.0005663092330923352,0.0006800131891368576,-0.00165587798638967,-0.0061531981269286815,0.0043193309678754305
"Jiangsu HengRui Medicine Co., Ltd.",trial_41822,0.0,0.10656765,0.8,0.23401904,0.30225876,0.2,-0.015341079,0.104982734,-8.940697e-09,0.27652293,1.3,0.0016317133161064701,0.00041008283558512657,-0.0012527017220764754,0.015679267088343923,0.00048011654800869457,0.0019270637287376563,0.0034016099721701095,-0.005578865296724958,0.0029184631682001054
Theracos,trial_80529,0.0,-0.39119333,0.9,0.45183793,6.8895273,0.0,-0.14732596,-0.08305146,-0.116666675,10.136618,1.0,0.0062353328678291286,0.004800189258039092,-0.0027963012526767235,-0.03011312693382736,-0.0008567160442634079,-0.0018955502401833471,-0.0053447783683655565,0.012923340694586907,-0.008777868824690813
University of Florida,trial_86275,0.0,1.2074577,0.6,-0.9552496,1.2977413,0.43333334,-0.23025003,-0.23847552,-0.01666667,1.0798082,3.2,0.004390792550402693,0.019065313985915783,0.0064055974764992375,0.08461689275141768,-0.0003741577575330213,0.0019486507884961305,0.002070410426085191,0.0010071652569600537,0.01594858848295553
Mansoura University,trial_46986,0.0,0.4533759,1.0,0.33056745,8.1971245,0.1,-0.025256809,-0.09326235,0.03333333,8.429294,2.4,-0.004799921968660784,-0.0030979714195300038,0.004576829361410918,0.022053154286657307,9.091821191904706e-05,0.00013329376142647947,-0.00336213446195095,0.025497775196598217,0.014618467945503654
Eisai Inc.,trial_24250,0.0,-0.19195704,0.2,-0.05953039,0.30225876,0.0,-0.026932206,-0.0861731,0.0,0.3871321,1.0,0.022708180685585833,0.00900484727988709,-0.004166318929465749,-0.024919417270711626,0.00017978833543471061,0.0015351796766374676,0.0007105919821847181,-0.006031618570157551,-0.008016877830690645
Jonsson Comprehensive Cancer Center,trial_43085,0.0,0.6960321,0.6,-0.77276367,2.2537987,0.4166667,0.14910413,0.1849396,0.1,2.2932239,2.1,0.0007947516703279688,0.012453642955668375,0.0012333573967956445,0.03651656880360705,-0.00021038268838446646,-0.0022116338649689994,0.0010022956819812608,0.00672510917324134,0.012201800339433248
M.D. Anderson Cancer Center,trial_46158,1.0,0.3350557,1.0,-0.27106935,0.2365503,0.2,-0.051769644,-0.044879854,0.06666667,0.2223135,2.3,-0.005848948132479563,0.011426345134373015,-0.0037931803828470958,0.032705419455999425,0.0001598632084096482,0.0013643792816200424,-0.0006509699518232428,-0.006998461417367671,0.011467047359634306
ViiV Healthcare,trial_91500,0.0,-0.3604647,0.2,-0.17312692,0.73921967,0.0,0.059615724,-0.0035832883,0.13333334,0.69486654,1.0,0.01711608067108318,0.003813544400727126,0.0022541261454758175,-0.02878106202246783,-0.0005270052554592097,-0.00536766965143131,-0.0028363362239760296,-0.0021437847603043196,-0.009295299659657759
Barbara Ann Karmanos Cancer Institute,trial_9981,0.0,0.631261,0.5,-0.68262345,4.7802877,0.2,-0.012233024,-0.09313554,0.016666666,4.538809,3.0,0.00817727922659833,0.011882051982672339,0.026512889192116213,0.016031731585463126,0.0005141567843009651,-0.0006994710077190042,0.00034062028218769777,-0.008493970292338998,0.015388603426123155
"University of California, San Francisco",trial_85467,1.0,0.9987911,0.5,-0.61372364,0.69650924,0.38333333,-0.04383997,-0.061967097,-0.083333336,0.6488706,1.5,0.008856871374999173,0.014397876530116826,0.0017118216159107253,0.07561284006535127,0.000801432009743298,0.004066682562589612,-0.0008033551376573734,-0.004459720548706412,0.002361091764752928
Northwestern University,trial_59779,0.0,1.3382757,0.9,-0.88002604,2.503491,0.5833334,-0.123288155,-0.24628541,-0.08333333,2.1683779,3.3,0.0024136542278720306,0.01705838009984658,0.010701559240405658,0.09138786699239443,0.00015775784806987394,-0.002037135502430606,-0.00043501780244341635,0.006005142823194839,0.011760373497512775
Takeda,trial_78678,0.0,0.62113625,0.8,-0.3425265,0.4928132,0.31666666,-0.025705254,-0.1095546,-0.2,0.53990424,2.5,0.00720084003469674,0.008472220464014385,-0.002294276108644408,0.04858286008064984,-0.000534777098848636,-0.0033837934768840656,-0.0012368768537414703,-0.0016347108494305963,0.016013312200142536
Shriners Hospitals for Children,trial_74989,1.0,1.036546,0.8,-0.35805672,10.10267,0.1,-0.19834784,-0.10051113,-5.9604646e-09,9.804791,1.3,0.01386174139477953,0.009905923295820617,-0.006191377762704891,0.014602262724862796,1.4996691229346393e-05,0.0030569818208544394,-0.0017416821163424745,-0.000448270264355621,-0.012660886856829165
mAbxience Research S.L.,trial_94497,0.0,-0.18738666,0.4,0.391339,8.519096,0.0,-0.07614617,-0.09563211,-0.16666667,8.11718,1.2,0.016531337613472717,0.0002316732968532421,-0.008581768947167546,-0.034090317037217724,2.8388479678440113e-05,0.0008037406785460566,-0.003943634700899674,0.0011772231554869853,-0.011708643355610546
Baylor College of Medicine,trial_11466,1.0,0.33824247,0.4,-0.36324924,0.49609858,0.1,0.032312475,0.02423435,2.9802323e-09,0.46433944,3.0,0.01125825965430704,0.010658242386712261,-0.00010224375856117476,-0.0025099211161320684,0.0004938435144809493,-0.000743986057024674,0.0014490800694161845,-0.0024410704099184855,0.0302536612025724
National Cancer Institute (NCI),trial_55005,0.0,0.2998633,0.8,-0.10308032,0.10184805,0.13333334,0.023899706,0.018259203,-0.016666666,0.10184804,2.2,0.0032615512871416287,0.010271474037283861,-0.0049134679751421575,0.020620660981572125,0.0003418232075991619,0.0003377110734392154,5.443031052368838e-05,-0.006714729263012619,0.015258067235990894
Asklepieion Voulas General Hospital,trial_6296,0.0,-0.060620643,0.7,0.034615174,13.608213,0.0,-0.010600844,-0.03889028,0.0,9.887474,1.2,0.010068176034546922,0.0035477491059950636,0.01242739227683355,-0.025450459932126322,0.00016762490753050125,0.0014755948136241316,0.0007296617504473262,-0.013386590018323754,-0.01522059907982475
Duramed Research,trial_23434,0.0,-0.4709065,1.6,0.8657182,1.5014374,0.1,0.2897623,0.3392827,0.1,1.4357289,2.0,-0.02907316535152495,-0.030732394391671313,0.006770014037678469,-0.0031822383496136327,0.0014005410329429803,-0.006645225239787068,0.0027402306640847947,0.0038610643308218825,0.015266000511008316
Fondazione Italiana Linfomi - ETS,trial_27848,0.0,-0.38546592,1.2,0.17113009,5.1022587,0.0,0.08025148,0.11032313,0.06666667,5.8995214,1.1,-0.016104742194263964,0.003737996502966899,0.0072785479491299055,-0.029510406614868624,0.0005762486947882728,0.00018381263831914827,-0.00033520453022154904,0.012822189350161928,-0.00163350123850978
Medical University Innsbruck,trial_48960,0.0,0.71470094,1.0,-0.04155044,6.698973,0.1,-0.03814719,-0.01731207,0.016666666,6.229159,2.8,-0.008249119035725016,0.010019931956090102,0.011549664714368402,0.026049260749226966,0.0004369290512026075,0.0036286356223515608,0.0010824911214179977,0.016680174945288583,0.017181133627847886
Centre Hospitalier Universitaire de Nice,trial_18386,0.0,-0.17674151,1.3,-0.6330805,7.303492,0.0,0.09577183,0.11803409,-0.08333333,6.978781,2.6,-0.015555494045267548,-0.007504442862394212,0.017758249997788658,-0.035363676911150825,0.0007345436177918666,-0.002878557839374035,-0.001661322844253447,0.00991050968345109,0.025092283368670903
Eli Lilly and Company,trial_24665,0.0,-0.23192,1.0,0.16342017,0.30225873,0.1,0.06432089,0.058116596,-2.9802323e-09,0.36960986,1.5,-0.006613806011271664,0.0006568506963119905,-0.0024631655455060455,-0.0035481924985715273,0.0007272596310978017,0.00026543209822731004,-0.00033499010335746616,-0.005301312980267797,-0.0022361386660631984
Luye Pharma Group Ltd.,trial_45479,0.0,-0.24483365,0.6,0.30134812,1.4554415,0.0,0.009310072,0.13928129,0.03333333,1.4225872,1.0,0.006310004896949976,-0.0017216612517277307,0.006035679922856779,-0.029364980131327423,0.0014917662827925904,0.001836276472299737,0.0007327784646334315,0.0066004769972436515,-0.006257110769933206
AstraZeneca,trial_7891,0.0,-1.0973735,1.7,1.1209824,0.09856263,0.0,-0.070761524,-0.08806006,-0.033333335,0.032854207,1.0,-0.028387501662306018,-0.020401135844756273,-0.0038756139846314345,-0.029784175456056626,-0.00198616932797588,0.0012700016923332118,-0.0021315736264093032,-0.003910055738289715,-0.010297321518344688
Guerbet,trial_33959,0.0,-0.21852042,1.1,0.37223235,11.607392,0.0,-0.013975513,-0.028230965,-0.033333324,10.808487,1.9,-0.006300145806337242,-0.0059780830820916845,0.009593056941775539,-0.028433779743066667,-0.0004994335932327852,-0.0022640409918916254,-0.00161500936883811,0.02343683067892864,0.004662670816447645
Biogen,trial_12551,0.0,-0.031433143,1.0,0.5078033,0.54209447,0.1,-0.0841157,-0.020996133,-0.06666666,0.5086926,2.4,-0.0006687168791540889,-0.004387178291992648,0.0008896495629920273,-0.010075535701694456,-0.00018429760662174444,0.001370413212744497,-0.00015909368979986964,-0.002813766921883777,0.01832977030232723
Dartmouth-Hitchcock Medical Center,trial_22318,0.0,-0.50758547,0.7,-0.48891369,4.1954827,0.0,-0.14478245,-0.36423627,0.06666668,5.1778235,2.2,0.0055779548424761734,-0.028880831362133763,0.0019381666336158719,-0.03776002610555021,-0.00019465891803223102,-0.010269499114794902,-0.0036248462032846722,0.004742336032168906,0.02446829716009961
Dow Pharmaceutical Sciences,trial_22818,0.0,-0.6990777,0.7,0.6313752,1.5014374,0.0,-0.10342525,-0.11291881,-0.1,1.3327858,0.5,0.012838546955026685,-0.004763991565416962,-0.005573013501427756,-0.031865235553047315,-0.0006432828362518166,0.001204520603420257,-0.0016834051861157784,-0.0045642739519502675,-0.02490471434907522
"Epizyme, Inc.",trial_26531,1.0,0.34038293,0.6,-0.073390566,9.235318,0.1,0.13381408,0.21617392,0.116666675,10.9963045,1.1,0.0015472456218994916,0.0022359600490144695,0.010124260836617393,0.004899106220428014,-0.001511917134334371,-0.006279110657488383,-0.004358912876001856,0.03617260608570559,-0.00032728726491041034
VIVUS LLC,trial_90575,1.0,-0.16367598,0.6,0.13423605,1.4028747,0.0,-0.18805665,-0.32772523,-0.16666667,1.2364134,1.1,0.010503048960898013,0.008079838286353854,0.00886985045687844,-0.029380846171850765,-0.0009171699886323329,0.0005230774863430798,-0.004334967204272062,0.0016897621844594898,-0.0043310744392802
Orasis Pharmaceuticals Ltd.,trial_63850,0.0,-0.0914768,0.7,0.2281982,5.0858316,0.0,0.13180111,0.13197002,0.1,4.495003,0.5,0.012960669540218078,0.003434643278206954,-0.0055118925131557184,-0.036955325530921596,0.0012340838646799949,0.0019079608941568013,0.0037851030439197027,-0.0016867797845320782,-0.026286878647602863
Chung Shan Medical University,trial_20183,0.0,-0.13956344,0.3,0.114059865,6.800821,0.0,-0.01254203,0.046579428,-0.033333335,6.143737,0.9,0.024882176565995905,0.005400145151567672,-0.014666736201819228,-0.031216946859607058,0.00011491880572957276,0.002422114336259204,0.00020681263481216406,-0.014572733587580192,-0.021575842150516108
Bial - Portela C S.A.,trial_12072,0.0,0.63535416,0.2,-0.11762438,4.708008,0.1,0.02764442,0.07767783,0.06666667,5.107734,1.0,0.014937444372277241,0.009848075319043558,0.01755703010864613,0.02587071440241485,0.0011100272546192926,0.002553519173456628,0.003088842992047923,0.007584788043596703,-0.004341132504181587
"Tianjin Hemay Pharmaceutical Co., Ltd",trial_80740,1.0,0.32688892,0.1,-0.07500677,4.688296,0.18333334,0.14215016,0.16561371,0.06666667,4.04052,0.5,0.022266070783836765,0.0059933512400204515,-0.011519290598910182,7.680912530411005e-05,0.0010368001191674698,0.0016886322306276652,0.0026136657976720567,-0.006727140501784625,-0.022956717995009968
Purdue Pharma LP,trial_69166,0.0,-0.7957019,1.4,0.5517558,4.001643,0.0,-0.037116922,-0.05691405,0.13333333,4.3854895,1.0,-0.023709323041432074,-0.0015297554156467469,-0.005784201039186197,-0.02567658593959491,-0.000616301416505481,0.0041169089912759605,0.0009319772518363353,-0.00016050721490348365,-0.00834210020804312
Shahid Beheshti University,trial_74139,0.0,-0.21650065,1.2,-0.13019133,11.732238,0.0,0.07037494,0.028133357,0.05,10.591649,2.3,-0.006982405087619553,0.00509390404509299,0.002131275107248543,-0.028198079811224974,0.0005394981544447142,0.000751352509050573,0.0013336880050465526,0.0019709832779416917,0.0032171549804334057
"The University of Texas Medical Branch, Galveston",trial_80461,1.0,1.1517092,0.7,-0.5730139,2.904312,0.35,-0.1159757,-0.23848942,0.0,2.2855577,2.2,0.006803981520875824,0.01190585859622688,0.0025646449838775316,0.04697263288086399,-0.0005706709231205868,-0.0018428499826826906,0.0011342479086057775,0.008510311633644593,0.00303176683204947
"National Heart, Lung, and Blood Institute (NHLBI)",trial_56575,0.0,-0.8330524,1.1,-1.5205746,0.998768,0.0,0.11017226,0.16525838,-0.06666666,0.9670089,2.4,-0.01236114429589361,-0.032043856130744584,-0.005308560945289432,-0.040622136724373405,-0.0029896782820812554,0.0006606100425026607,-0.003117508585881938,-0.0017604744697514775,0.019306039892180705
New York State Psychiatric Institute,trial_59281,0.0,0.1601176,1.2,-0.52427435,2.2965093,0.116666675,0.029439282,-0.046705883,0.06666667,2.2784395,2.2,-0.015958439173176887,0.005327220056159685,0.009406944103698488,-0.0026532045193598435,-3.399381999373602e-05,-0.004206756016297721,-0.0006323513499422541,0.012043451202053376,0.018866550604463555
Barbara Ann Karmanos Cancer Institute,trial_9912,0.0,-0.89881897,0.8,-1.5789143,3.5088298,0.0,-0.082953885,-0.30185547,0.083333336,3.2898014,1.6,-0.0006076843624468888,-0.06886619616606225,0.013893691830094248,-0.039591713168320955,-0.0030478614488384814,-0.009496340670791765,0.004597488916689632,0.02197638414099808,0.0030252098402706908
National Institute of Allergy and Infectious Diseases (NIAID),trial_57052,0.0,0.32396716,0.6,0.3632148,0.1412731,0.13333334,-0.16797765,-0.18493757,0.10000001,0.14127311,2.8,0.00537966703886923,0.0022882084650244785,-0.005128043382069932,0.026503599287637243,-0.0021455947833424922,0.003802318617467783,0.00044994117471493217,-0.0065636232742926305,0.02258855990167649
"Shenyang Sunshine Pharmaceutical Co., LTD.",trial_74587,0.0,-0.0066586914,0.7,0.29761916,8.755646,0.0,-0.021531403,0.02546816,-0.03333333,9.129637,1.9,0.00566514480941987,0.0004867590265839195,0.011120231502050848,-0.031205277375410557,0.0012997674624419954,0.004096307342621677,-0.00021052007912991484,0.018125507073277244,0.0004906610284233458
Hospital de Clinicas de Porto Alegre,trial_37331,0.0,0.16480714,1.7,-0.33496767,2.2965093,0.3,0.14466971,0.18515642,2.9802323e-09,2.8763862,1.9,-0.029738646050973334,-0.012053678619536191,-0.0003562116003106946,0.07086913186575922,-0.0003691042095093391,-0.013534068789092326,-0.0032712170940794776,0.003407708889161839,0.010574999347634728
Astellas Pharma Inc,trial_7425,0.0,-0.3654489,1.1,0.50272197,0.63080084,0.1,-0.10052713,-0.079517305,-0.15,0.67241615,1.0,-0.007621896336349891,-0.01020418824974205,1.8695695897094286e-06,-0.009364134534680008,0.00014929254160654068,0.0021678164854685546,3.5871358393550334e-05,-0.002547231519594237,-0.0069912603759730695
AstraZeneca,trial_8679,0.0,-0.35296375,0.7,0.17183214,0.35482544,0.1,0.071553074,0.027572233,0.05,0.3997262,1.0,-0.0010531399460742246,-0.0008374425928910654,-0.0016205220490483562,-0.008147463189618126,0.000251767060303689,-0.0021787250827892675,-0.0035400491928072276,-0.0066284566514214025,-0.006219690188467212
"Institute of Tropical Medicine, Belgium",trial_39472,0.0,0.3951761,2.0,1.5584308,19.40041,0.13333334,-0.25130993,-0.11146659,0.0,17.63888,1.8,-0.02151170775029459,-0.002961956518358869,0.026899965971256982,0.023195889485700266,-0.001221316664696893,0.009555118701746855,0.0005704386280468793,0.0022568806771947033,0.00746764365718991
U.S. Army Medical Research and Development Command,trial_81403,0.0,0.3218078,0.5,-0.032717526,1.6032854,0.21666667,0.089627735,-0.03270938,0.06666666,1.5474331,1.1,0.009977892236085608,0.006121078371775916,0.0073782937213154485,0.019959581416947664,-0.0006876009282248804,-0.0016210464109220335,0.0010024089314406128,0.006229360583436617,-0.0028274889035092205
NCIC Clinical Trials Group,trial_53384,0.0,-0.3281088,1.0,0.012113881,1.6361395,0.0,0.04920266,0.047929168,0.0,2.087885,1.5,-0.006623672649729996,0.00015798906903623773,-0.00015801130296137742,-0.034363649017848955,0.0004314879896809501,0.002981364020253566,0.0018395104017577338,0.005230515192850977,0.008977920438934233
"Astex Pharmaceuticals, Inc.",trial_7499,0.0,-0.22930458,0.9,-1.0535902,9.6,0.0,0.20742187,0.21342644,-0.06666666,5.866667,1.0,-0.003807075178716332,-0.012982619726483244,0.05045404293138587,-0.033859205551237836,0.0006561076592178376,0.0008074304236780388,0.0004397965315813877,-0.019567213416181468,-0.00534101804603415
Spanish Lung Cancer Group,trial_75916,1.0,-0.19504313,0.7,0.41505575,9.297742,0.0,-0.020166844,-0.09295765,0.01666667,7.302396,0.7,0.014795085249701514,0.0011699503304552633,-0.014262005457511034,-0.035354559375515904,0.0005601226828531465,0.0006720294049513956,0.0014968054229163971,-0.0021902562003077697,-0.02490567177759658
